{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/bus/spring/SpringBusFactoryTest.java', 'test_name': 'testInitialisation'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/common/jaxb/JAXBUtilsTest.java', 'test_name': 'testCanSetEscapeHandlerWithStandardJaxbImpl'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/common/jaxb/JAXBUtilsTest.java', 'test_name': 'testCanSetEscapeHandlerWithIbmJaxbImpl'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/common/util/ASMHelperTest.java', 'test_name': 'testEnumParamType'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/common/util/Base64UtilityTest.java', 'test_name': 'testEncodeAndStream'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/common/util/URIParserUtilTest.java', 'test_name': 'testCXF3855'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/common/util/UrlUtilsTest.java', 'test_name': 'testUrlDecode'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/continuations/SuspendedInvocationExceptionTest.java', 'test_name': 'testNoRuntimeException'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/helpers/FileUtilsTest.java', 'test_name': 'testTempIODirExists'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/helpers/HttpHeaderHelperTest.java', 'test_name': 'testEmptyCharset'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/helpers/HttpHeaderHelperTest.java', 'test_name': 'testEmptyCharset2'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/helpers/HttpHeaderHelperTest.java', 'test_name': 'testNoCharset'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/helpers/HttpHeaderHelperTest.java', 'test_name': 'testFindCharset'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/helpers/ServiceUtilsTest.java', 'test_name': 'testmakeNamespaceFromClassName'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/io/CachedStreamTestBase.java', 'test_name': 'testResetOut'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/message/MessageUtilsTest.java', 'test_name': 'getTargetMethodNoMethodNoException'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/DepthRestrictingStreamReaderTest.java', 'test_name': 'testReaderOK'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/DepthRestrictingStreamReaderTest.java', 'test_name': 'testReaderOKComplex'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/StaxStreamFilterTest.java', 'test_name': 'testFilter'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/StaxUtilsTest.java', 'test_name': 'testFactoryCreation'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/StaxUtilsTest.java', 'test_name': 'testToNextTag'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/StaxUtilsTest.java', 'test_name': 'testCopy'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/StaxUtilsTest.java', 'test_name': 'testCopyWithEmptyNamespace'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/staxutils/W3CDOMStreamReaderTest.java', 'test_name': 'testTopLevelText'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/workqueue/AutomaticWorkQueueTest.java', 'test_name': 'testEnqueueWithTimeout'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/distribution/src/main/release/samples/java_first_jaxws/src/test/java/demo/hw/server/HelloWorldImplTest.java', 'test_name': 'testSayHi'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/distribution/src/main/release/samples/java_first_jaxws/src/test/java/demo/hw/server/HelloWorldImplTest.java', 'test_name': 'testSayHiToUser'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/core/classloader/FireWallClassLoaderTest.java', 'test_name': 'testJavaLangStringAlt'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/core/classloader/PlugInClassLoaderTest.java', 'test_name': 'testLoadNonExistentResourceWithPluginClassLoader'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/core/classloader/PlugInClassLoaderTest.java', 'test_name': 'testLoadNonExistentDirectory'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/core/classloader/PlugInClassLoaderTest.java', 'test_name': 'testLoadNonExistentNestedDirectory'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/core/resourceadapter/HandlerTest.java', 'test_name': 'testGetStreamToThisResource'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/core/resourceadapter/ManagedConnectionFactoryImplTest.java', 'test_name': 'testGetSetLogWriter'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/core/resourceadapter/ManagedConnectionImplTest.java', 'test_name': 'testGetSetLogWriter'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/cxf/AssociatedManagedConnectionFactoryImplTest.java', 'test_name': 'testSetResourceAdapter'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/cxf/AssociatedManagedConnectionFactoryImplTest.java', 'test_name': 'testSetWrongResourceAdapterThrowException'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/cxf/AssociatedManagedConnectionFactoryImplTest.java', 'test_name': 'testRegisterBusThrowExceptionIfResourceAdapterNotSet'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/cxf/ManagedConnectionFactoryImplTest.java', 'test_name': 'testMatchManagedConnectionsWithUnboundConnection'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/cxf/ManagedConnectionImplTest.java', 'test_name': 'testGetConnectionServiceGetPortThrows'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/cxf/handlers/AbstractInvocationHandlerTest.java', 'test_name': 'testHandlerInvokesNext'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/cxf/handlers/ObjectMethodInvocationHandlerTest.java', 'test_name': 'testNonObjecMethod'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/jca/src/test/java/org/apache/cxf/jca/servant/EJBServantConfigTest.java', 'test_name': 'testGetServiceClassName'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/spring-boot/autoconfigure/src/test/java/org/apache/cxf/spring/boot/autoconfigure/micrometer/provider/SpringBasedTimedAnnotationProviderTest.java', 'test_name': 'testReturnMetaAnnotationFromMethodWithAliasFor'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/spring-boot/autoconfigure/src/test/java/org/apache/cxf/spring/boot/autoconfigure/micrometer/provider/SpringBasedTimedAnnotationProviderTest.java', 'test_name': 'testReturnAnnotationsFromMethodAndNotFromClass'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/tracing/tracing-brave/src/test/java/org/apache/cxf/tracing/brave/BraveTracerContextTest.java', 'test_name': 'testUnwrapTracer'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/tracing/tracing-brave/src/test/java/org/apache/cxf/tracing/brave/BraveTracerContextTest.java', 'test_name': 'testUnwrapTracing'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/tracing/tracing-brave/src/test/java/org/apache/cxf/tracing/brave/BraveTracerContextTest.java', 'test_name': 'testUnwrapHttpTracing'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/integration/tracing/tracing-opentracing/src/test/java/org/apache/cxf/tracing/opentracing/OpenTracingContextTest.java', 'test_name': 'testUnwrapTracer'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/CorbaConduitTest.java', 'test_name': 'testCorbaConduit'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/CorbaServerConduitTest.java', 'test_name': 'testCorbaServerConduit'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/CorbaServerConduitTest.java', 'test_name': 'testGetTarget'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/runtime/CorbaObjectReaderTest.java', 'test_name': 'testReadString'}
